Geography,Date,Type,Percent Change from Baseline,ID Geography
Minnesota,4/1/20,Retail and Recreation,-41,04000US27
Minnesota,4/2/20,Retail and Recreation,-46,04000US27
Minnesota,4/3/20,Retail and Recreation,-50,04000US27
Minnesota,4/4/20,Retail and Recreation,-51,04000US27
Minnesota,4/5/20,Retail and Recreation,-46,04000US27
Minnesota,4/6/20,Retail and Recreation,-43,04000US27
Minnesota,4/7/20,Retail and Recreation,-41,04000US27
Minnesota,4/8/20,Retail and Recreation,-42,04000US27
Minnesota,4/9/20,Retail and Recreation,-45,04000US27
Minnesota,4/10/20,Retail and Recreation,-41,04000US27
Minnesota,4/11/20,Retail and Recreation,-44,04000US27
Minnesota,4/12/20,Retail and Recreation,-77,04000US27
Minnesota,4/13/20,Retail and Recreation,-45,04000US27
Minnesota,4/14/20,Retail and Recreation,-45,04000US27
Minnesota,4/15/20,Retail and Recreation,-38,04000US27
Minnesota,4/16/20,Retail and Recreation,-40,04000US27
Minnesota,4/17/20,Retail and Recreation,-40,04000US27
Minnesota,4/18/20,Retail and Recreation,-43,04000US27
Minnesota,4/19/20,Retail and Recreation,-39,04000US27
Minnesota,4/20/20,Retail and Recreation,-38,04000US27
Minnesota,4/21/20,Retail and Recreation,-36,04000US27
Minnesota,4/22/20,Retail and Recreation,-33,04000US27
Minnesota,4/23/20,Retail and Recreation,-38,04000US27
Minnesota,4/24/20,Retail and Recreation,-38,04000US27
Minnesota,4/25/20,Retail and Recreation,-40,04000US27
Minnesota,4/26/20,Retail and Recreation,-35,04000US27
Minnesota,4/27/20,Retail and Recreation,-29,04000US27
Minnesota,4/28/20,Retail and Recreation,-37,04000US27
Minnesota,4/29/20,Retail and Recreation,-31,04000US27
Minnesota,4/30/20,Retail and Recreation,-30,04000US27
Minnesota,5/1/20,Retail and Recreation,-32,04000US27
Minnesota,5/2/20,Retail and Recreation,-35,04000US27
Minnesota,5/3/20,Retail and Recreation,-28,04000US27
Minnesota,5/4/20,Retail and Recreation,-27,04000US27
Minnesota,5/5/20,Retail and Recreation,-27,04000US27
Minnesota,5/6/20,Retail and Recreation,-27,04000US27
Minnesota,5/7/20,Retail and Recreation,-30,04000US27
Minnesota,5/8/20,Retail and Recreation,-31,04000US27
